name,voteCount,rating,address,cusine,cost,timing
Dawat-E-Dhaba,4 votes,2.9,"New Town Bus Terminus, New Town, Kolkata",Mishti,₹400,6am – 5:30am (Mon-Sun)
The Mango Leaf,Cuisines:,,"Khardah - Kalyani Expressway, Bandipur, Barrackpore, Kolkata",Desserts,₹500,
Highway Junction Restaurant,4 votes,3.0,"Post Office Salap, NH 6 Bombay Road, Kona Exp Way, Howrah",Desserts,₹350,11am – 11pm (Mon-Sun)
Joyeeta's Kitchen,6 votes,3.2,"Bansdroni, H.L. Sarkar Road, Tollygunge, Kolkata","Bakery, Desserts",₹200,"11:30am – 3pm, 7pm – 12midnight (Mon-Sun)"
Rikshit Fast Food Centre And Family Restaurant,Cuisines:,-,"D-24, Nayabad Avenue, Garia, Kolkata","Bakery, Desserts",₹200,1pm – 11pm (Mon-Sun)
House Of Tales,78 votes,3.7,"H/H-11, Baguipara, Bidhannagar, Rajarhat Municipal Corporation, Baguihati, Kolkata","Burger, Sandwich, Momos",₹600,"Closed (Mon),9am – 9pm (Tue-Sun)"
Happy Hour Restaurant,13 votes,3.0,"81, N.S Avenue, Serampore, Kolkata","Burger, Sandwich, Momos",₹500,12noon – 11pm (Mon-Sun)
Pizzaman,31 votes,3.4,"Near Shapoorji Pall, Chhapna Panchayat Road, Action Area 3, Rajarhat, New Town, Kolkata","Fast Food, Rolls",₹500,12noon – 4am (Mon-Sun)
Desi Chakhna,5 votes,3.3,"Shapoorji Pallonji, Rajarhat, New Town, Kolkata","Fast Food, Rolls",₹350,7am – 2am (Mon-Sun)
Aamader Bangali,7 votes,3.0,"5/20, Raja Bagan Lane, Ghughudanga, Dum Dum, Kolkata","Chinese, Bengali, Seafood",₹200,12noon – 1am (Mon-Sun)
Prathamar Rannaghar,18 votes,3.3,"5/9/1, Kaikhali Ghosh Para, Airport, Kaikhali, Kolkata","Chinese, Bengali, Seafood",₹200,8am – 11pm (Mon-Sun)
Lucknow Biryani House,49 votes,3.0,"42/B/1, Dum Dum Road, South Dum Dum Municipality, North Twenty Four Parganas, Dum Dum, Kolkata","North Indian, Bengali, Chinese",₹250,11:30am – 1am (Mon-Sun)
Swade Bangla,60 votes,3.3,"147, Diamond Harbour Road, Behala, Kolkata","North Indian, Bengali, Chinese",₹300,"Closed (Mon),11am – 10pm (Tue-Sun)"
Hotel Ubique,188 votes,3.6,"89, S.N. Banerjee Road, Barrackpore, Kolkata",Bengali,₹850,11am – 11pm (Mon-Sun)
Mastani Shaam,Cuisines:,-,"P 159, Block A, Lake Town, Kolkata",Bengali,₹250,1pm – 9:30pm (Mon-Sun)
Coffee House Classic,Cuisines:,-,"Bazarpara, Uluberia, Near Stadium Ground, Kona Exp Way, Howrah",Mishti,₹400,9am – 9:30pm (Mon-Sun)
Sourav Kitchen,Cuisines:,,"Stall 4, Baguihati Main Road, Baguihati, Kolkata",Mishti,₹200,
Hot Bite,Cuisines:,-,"Bazarpara, Near Stadium Ground, Uluberia, Kona Express Way, Howrah",Mishti,₹600,11:30am – 10:30pm (Mon-Sun)
Sonar Toree Bar Cum Restaurant,Cuisines:,-,"Ghoshpara Road, Chowmatha, Kanthadhar, Ichapur, Howrah",Mishti,"₹1,200",11am – 11pm (Mon-Sun)
Atithi Restaurant,Cuisines:,-,"2 1/2, Near Netaji Subhash Chandra Bose International Airport, Motilal Colony, Rajbari, Dum Dum, Kolkata","Asian, Chinese, Finger Food",₹300,2pm – 10:30pm (Mon-Sun)
My Momo And Snacks,7 votes,3.0,"10 K C, 5th Floor, Laha Dhar Lane 506, River End Residency, Rishra, Kolkata","Asian, Chinese, Finger Food",₹250,11am – 10pm (Mon-Sun)
Crunchy Hens,5 votes,3.1,"Shop 8, 36/42, MB Road, Nimta, Belghoria, Kolkata","Fast Food, Beverages",₹300,5pm – 10:30pm (Mon-Sun)
Mamma De Kitchen,Cuisines:,-,"C-101, 14/140, MR Apartment, Phase 3, East Mall Road, 3rd Lane, Near Bhar Company, Kaikhali, Kolkata","Fast Food, Beverages",₹300,11am – 9pm (Mon-Sun)
The Sugar & Spice,Cuisines:,-,"Uluberia Bazar Para, Kona Exp Way, Howrah",Bakery,₹150,9am – 9pm (Mon-Sun)
101 Rajak's Street,16 votes,3.4,"28, S. M. Ali Road, Barrackpore, Kolkata",Bakery,₹200,11am – 11pm (Mon-Sun)
Shorshea Phoron,14 votes,2.9,"182, Om Tower, Ho Chi Minh Sarani, Behala, Kolkata","Mishti, Street Food",₹300,12noon – 11:30pm (Mon-Sun)
Delicious Food,5 votes,2.9,"7/2, Sreepally, Natagarh, Sodepur, Kolkata","Mishti, Street Food",₹250,8am – 12midnight (Mon-Sun)
Kabab@Kolkata,5 votes,3.0,"E/176, Ward 100, Ramgarh Colony, Jadavpur, Kolkata","Street Food, Mishti",₹400,11am – 11pm (Mon-Sun)
22 Chinar Park,8 votes,3.0,"Rajarhat Road, New Town, Kolkata","Street Food, Mishti",₹300,11am – 11pm (Mon-Sun)
Desi Bites,1401 votes,3.6,"Maa Sarada Road, Noapara, Barasat, Kolkata","Sandwich, Fast Food",₹800,12:30pm – 12midnight (Mon-Sun)
Aahar Kendra,32 votes,3.1,"Shop No. 32, A-2 Wholesale Market","Sandwich, Fast Food",₹200,"9am – 10pm (Mon),11am – 11pm (Tue-Sun)"
Falooda Junction,13 votes,3.0,"Ground Floor, Krishtikunj Apartments, Kaikhali Main Road, Beside Muthoot Finance, Kaikhali, Kolkata","Bakery, Desserts",₹200,10am – 10:30pm (Mon-Sun)
New Green Chilli Restaurant,19 votes,3.3,"Rajarhat, Reckjouani, Chanakya Centre, New Town, Kolkata","Bakery, Desserts",₹500,"11am – 11pm (Mon, Tue, Wed, Thu, Fri, Sun), 11am..."
Swade Aswade,27 votes,3.2,"AL 243, Sector 2, Salt Lake, Kolkata","Chinese, Bengali",₹650,12:30pm – 10:30pm (Mon-Sun)
The Taste Of Bengal,164 votes,2.8,"9/1/A, Near Lal Quaters, A K Mukherjee Road, Baranagar, Kolkata","Chinese, Bengali",₹300,"11am – 12midnight (Mon, Tue, Thu, Fri, Sat, Sun)..."
Shibani Cuisine,50 votes,3.7,"B.T Road, Sodepur, Kolkata","Chinese, Thai",₹400,11am – 11pm (Mon-Sun)
Big Brother Pizza,5 votes,2.8,"NB 232, Near Chowk Mandir, Sector 5, Salt Lake, Kolkata","Chinese, Thai",₹500,10am – 11pm (Mon-Sun)
Lebanese Cafe,7 votes,3.1,"Shop 232, Nayapatti, Near Technopolish, Sector 5, Salt Lake, Kolkata",Mishti,₹300,8am – 3am (Mon-Sun)
Aamar Bangla Restaurant,98 votes,3.7,"891, Jessore Road, Shyam Nagar, Nagerbazar, Kolkata",Mishti,₹600,11am – 11pm (Mon-Sun)
Aakash Caterer,472 votes,2.8,"22, Rabindra Nath Thakur Road, Near Sanghoti Club, Sodepur, Kolkata",Mishti,₹500,10am – 12midnight (Mon-Sun)
Jimmy's The Master Of Kitchen,142 votes,3.5,"104 B.T. Road, Bonhoogly, Baranagar, Kolkata",Mishti,₹250,"11am – 3pm, 5:30pm – 10pm (Mon-Sun)"
Secret Kitchen,7 votes,2.8,"319/21A, Jessore Road, Nagerbazar, Kolkata","Chinese, North Indian",₹300,8am – 4am (Mon-Sun)
Belaranir Rannaghar,91 votes,3.4,Delivery Only,"Chinese, North Indian",₹500,12noon – 8pm (Mon-Sun)
Noodles Bowl,Cuisines:,,"Shop 1, Chakpachuria, Rajarhat, New Town, Kolkata",Mishti,₹250,
Rasoi,Cuisines:,-,"202, Gandhi Nagar, Panihati Municipality, North Twenty Four Parganas, Sodepur, Kolkata",Mishti,₹150,11:30am – 10:30pm (Mon-Sun)
Mom's Kitchen,Cuisines:,-,"AWHO Complex, VIP Road, Baguihati, Kolkata",North Indian,₹500,8am – 11pm (Mon-Sun)
Rajib Restaurant,Cuisines:,-,"Station Road, Bazarpara, Uluberia, Kona Exp Way, Howrah",North Indian,₹400,11am – 10pm (Mon-Sun)
Ashiana Restaurant,Cuisines:,,"Near Uluberia Station, Nimdighi, Kona Exp Way, Howrah","Chinese, Fast Food",₹200,
Tea And Tiffin,Cuisines:,-,"Uluberia, Howrah, Kona Exp Way, Howrah","Chinese, Fast Food",₹100,6am – 8:30pm (Mon-Sun)
Heart N Spice,Cuisines:,-,"A3/12, Nivedita Pally, Daspara, Mukundapur, Near Ajoy Nagar, Kolkata","North Indian, Chinese, Finger Food",₹200,9am – 11pm (Mon-Sun)
Captain Cook,Cuisines:,-,"James Residency, 1 Motilal Gupta Road, Behala, Kolkata","North Indian, Chinese, Finger Food",₹300,12noon – 10pm (Mon-Sun)
Bangaleeanaa,Cuisines:,-,"Bharat Hardware, Barasat Road, Sewli, Telinipara, Barrackpore, Kolkata",Bengali,₹600,11am – 11pm (Mon-Sun)
The Spicy Hut,Cuisines:,-,"Plot 11D/5, Biswa Bangla Sarani, Action Area 11D, New Town, Kolkata",Bengali,₹150,12noon – 11pm (Mon-Sun)
La Pure,Cuisines:,-,"Shop 6 - 7, E-3-398, Greenfield City, Behind Stadium, Shibrampur Road, Behala, Kolkata","North Indian, Chinese, Mughlai",₹200,"7am – 1pm, 6pm – 10pm (Mon-Sun)"
Sai Baba Fast Food,Cuisines:,-,"Madhyamgram Chowmatha, Barasat, Kolkata","North Indian, Chinese, Mughlai",₹150,1pm – 11pm (Mon-Sun)
The Bengal Biriyani,Cuisines:,-,"Apartment 5, Rail Gate, SM Bose Road, Panihati Municipality, North Twenty Four Parganas, Sodepur, Kolkata",Bengali,₹400,12noon – 11pm (Mon-Sun)
Gunjan Bakers,Cuisines:,-,"76, B/10, Rai Mohan Banerjee Road, Baranagar, Kolkata",Bengali,₹300,10am – 8pm (Mon-Sun)
Rina's Kitchen,4 votes,3.0,"265/6, Gopal Lal Tagore Road, Nabapally, Baranagar, Kolkata",Mishti,₹250,11am – 11pm (Mon-Sun)
Food First,Cuisines:,,"DLF 2, Gitanjali Park, New Town, Kolkata",Mishti,₹250,
The Bad Cafe,Cuisines:,-,"157/A/1/1, 2nd Floor, Destination Mall, Indira Gandhi Road, Konnagar, Kolkata","Mithai, Street Food",₹300,9am – 10pm (Mon-Sun)
Food Ganj,Cuisines:,-,"AG 26, Baisakhi, Near Victoire Classes, Sector 2, Salt Lake, Kolkata","Mithai, Street Food",₹150,7am – 10pm (Mon-Sun)
Capsicum,Cuisines:,-,"Atghara Natun Masjid, R Gopalpur, Chinar Park, Kolkata","Biryani, North Indian, Fast Food",₹300,12noon – 2am (Mon-Sun)
Recline Restaurant,Cuisines:,-,"12/75, Jangalpur Road, Jessore Road, Airport 2.5, Dum Dum, Kolkata","Biryani, North Indian, Fast Food",₹500,12noon – 10:30pm (Mon-Sun)
Akssa Flavour,Cuisines:,-,"46/1/C, Sunil Sen Sarani, Krishnapur Road, Baguihati, Kolkata","Bakery, Fast Food",₹400,8:30am – 10:30pm (Mon-Sun)
Jaipuri Halwai,Cuisines:,-,"385, Bagjola Ghoshpada, Policehadi, Dum Dum, Kolkata","Bakery, Fast Food",₹200,8am – 3am (Mon-Sun)
Highway King Dhaba,Cuisines:,-,"Village & P.O Chamrail, P.S Liluah, Gram Sansad IV, Liluah, Howrah","Ice Cream, Desserts",₹300,9:30am – 11:30pm (Mon-Sun)
Thalaiva House,Cuisines:,-,"Police Fadi, Dum Dum Road, Dum Dum, Kolkata","Ice Cream, Desserts",₹300,9am – 4am (Mon-Sun)
Bongo Bhojonalay,Cuisines:,-,"H B Town, Sodepur Barasat Road, Panihati Municipality, Sodepur, Kolkata","Chinese, North Indian",₹400,11:30am – 11:30pm (Mon-Sun)
Shakya Food Centre,Cuisines:,-,"194, Bonomali Banerjee Road, Purba Borisha, Behala, Kolkata","Chinese, North Indian",₹200,8am – 11pm (Mon-Sun)
Nilashree Multi Fast Food Center,Cuisines:,,"142/1, G.T Road, Bally, Howrah","Biryani, Bengali, Chinese, Hyderabadi, Kebab",₹150,
Bangali Babu Restaurant And Home Delivery,5 votes,3.0,"124/1/D/2, Jessore Road, North 24 Parganas, Barasat, Kolkata","Biryani, Bengali, Chinese, Hyderabadi, Kebab",₹300,11am – 11pm (Mon-Sun)
Biriyani O Adda,Cuisines:,NEW,"FC/4, Narayan Tala, Baguihati, Kolkata","Chinese, Biryani",₹300,11am – 11pm (Mon-Sun)
Haji Biryani,Cuisines:,NEW,"A1, Diamond Park, Joka, Kolkata","Chinese, Biryani",₹200,12noon – 11pm (Mon-Sun)
Ankita Momo Center,Cuisines:,,"A1/15 Kalyani, Kolkata","Chinese, Biryani, Mughlai",₹100,
Anon Restaurant,Cuisines:,NEW,"Hatiara Pir Saheb More, Beside Axis Bank, Rajarhat, New Town, Kolkata","Chinese, Biryani, Mughlai",₹250,11am – 11pm (Mon-Sun)
Treat & Bite,Cuisines:,-,"125, South Sinthi Road, Sinthi, Kolkata",North Indian,₹200,8am – 11pm (Mon-Sun)
Utsav Dhaba,Cuisines:,-,"BL 49, Sector 2, Salt Lake, Kolkata",North Indian,₹250,"8am – 3pm, 5pm – 10:30pm (Mon-Sun)"
Kings Kitchen,Cuisines:,-,"Rajar Hat, Gopalpur, Dum Dum Airport, Salua Bazar, Chinar Park, Kolkata",Bakery,₹150,8am – 10pm (Mon-Sun)
Brown Sugar,Cuisines:,-,"Rajarhaat, Kazialpara Street, Raigachi Seshmore, New Town, Kolkata",Bakery,₹200,10am – 9pm (Mon-Sun)
Hungerz,Cuisines:,-,"Teghoria, Sonarpur Station, Opposite Fortune Engineering College, Sonarpur, Kolkata","North Indian, Rajasthani, Beverages",₹100,9am – 10pm (Mon-Sun)
Ghosh Food Centre,Cuisines:,,"48/1, Main Road East, Barrackpore, Kolkata","North Indian, Rajasthani, Beverages",₹350,
Kolkata Cuisine,Cuisines:,NEW,"NP - 246, Nayapatti, Sector 5, Salt Lake, Kolkata","Bengali, North Indian, Chinese",₹300,11am – 11pm (Mon-Sun)
Khushi Hindu Hotel,Cuisines:,-,"21, AP Devi Road, Titagarh, Near BSNL Exchange Office, Barrackpore, Kolkata","Bengali, North Indian, Chinese",₹250,12noon – 11pm (Mon-Sun)
Maa Durga Sweets,Cuisines:,-,"8, Talbagan Road, Nona Chandanpukur, Anandapuri, Barrackpore, Kolkata","North Indian, Chinese",₹150,6am – 10pm (Mon-Sun)
Gopal Sweets,Cuisines:,-,"180/94, Old Calcutta Road, Near 14 Rail Gate, Barrackpore, Kolkata","North Indian, Chinese",₹250,8am – 11pm (Mon-Sun)
Hunger Ring,Cuisines:,,"Polenite, Ideal Aquaview Apartment, Near Loha Bridge, Sector 5, Salt Lake, Kolkata",North Indian,₹200,
Chourasai Paan,Cuisines:,-,"121, Ghoshpara Road, Sastitala, Ichapur Defence Estate, Barrackpore, Kolkata",North Indian,₹100,7am – 10pm (Mon-Sun)
FDC,Cuisines:,-,"Horisava Road, Anandapuri, Barrackpore, Kolkata",Chinese,₹250,11am – 11pm (Mon-Sun)
Choco Fantasy,4 votes,3.1,"6, Dhania Para Main Road, Anandapuri, Barrackpore, Kolkata",Chinese,₹150,"10am – 1pm, 5pm – 10pm (Mon-Sun)"
Raju Chat Centre,18 votes,2.9,"25, MG Road, Titagarh, Barrackpore, Kolkata",Fast Food,₹100,4pm – 9:30pm (Mon-Sun)
Food Court,Cuisines:,,"Babanpore, Ichhapore, Near Bandhu Mahal Club, Barrackpore, Kolkata",Fast Food,₹400,
The Baker's Street,Cuisines:,-,"75, Surath Chandra Ghosh Street, Barrackpore, Kolkata","North Indian, Chinese, Mughlai, Rolls",₹150,"10am – 7pm (Mon-Sat),Closed (Sun)"
Safdar Sweets,Cuisines:,-,"37, GC Road, Math Para, Titagarh, Barrackpore, Kolkata","North Indian, Chinese, Mughlai, Rolls",₹100,7am – 11:30pm (Mon-Sun)
Misti Kitchen,Cuisines:,-,"Near Barrackpore Railway Station, Barrackpore, Kolkata",Fast Food,₹250,11am – 10pm (Mon-Sun)
Mini Cups,Cuisines:,-,"Seba Gram, Palta, North Barrackpore, Barrackpore, Kolkata",Fast Food,₹300,9am – 11pm (Mon-Sun)
Bake My Wishes,Cuisines:,,"Flat 314, Narmada Complex, Block A, 778 Sonarpur Station Road, Narendra Pur, Kolkata","Seafood, Chinese",₹350,
Zafran Restaurant,Cuisines:,,"Uluberia Station Road, Uluberia, Kona Exp Way, Howrah","Seafood, Chinese",₹250,
Red Chilli Hotel & Restaurant,Cuisines:,,"Uluberia Station Road, Bazar Para, Kona Exp Way, Howrah","Bengali, Biryani",₹150,
Aabar Khabo,Cuisines:,-,"Uluberia College Gate, Uluberia, Kona Exp Way, Howrah","Bengali, Biryani",₹500,9am – 10pm (Mon-Sun)
Annapurna Hotel & Restaurant,Cuisines:,-,"GF, Uluberia Municipality Office, Orisha Trunk Road, Bazarpara, Uluberia, Kona Exp Way, Howrah",Biryani,₹500,12noon – 10pm (Mon-Sun)
Babai Fast Food Centre,Cuisines:,-,"Fuleswar, Mainshatala Station, Uluberia, Kona Exp Way, Howrah",Biryani,₹200,8am – 10pm (Mon-Sun)
Ashirbad Restaurant & Hotel,Cuisines:,NEW,"A/F 2, Satyam Apparment, Jyangra Road, Baguihati, Kolkata","North Indian, Chinese, Bengali",₹400,12noon – 12midnight (Mon-Sun)
Himalyan Dumplings,Cuisines:,-,"2/2, Girish Ghos Road, Belur, Howrah","North Indian, Chinese, Bengali",₹250,4pm – 9pm (Mon-Sun)
Grill House,5 votes,3.1,"160/5, Jessore Road, Dum Dum, Kolkata","Chinese, North Indian",₹300,"12midnight – 1:01am (Mon),12midnight – 1am..."
Amo Foods,Cuisines:,-,"24/R/1, BT Road, Opposite Circus Maidan, Sinthi, Kolkata","Chinese, North Indian",₹150,1:30pm – 9:30pm (Mon-Sun)
Eat Treats & More,Cuisines:,,"Shop F6, 1st Floor, NBCC Shopping Centre, Block CE, Action Area 1A, Near Tank 3, New Town, Kolkata","North Indian, Chinese",₹300,
Gupta Fast Food,Cuisines:,-,"249/H, Jhilbagan, South Dum Dum, Dum Dum, Kolkata","North Indian, Chinese",₹400,8am – 4am (Mon-Sun)
Taniz Kitchen,Cuisines:,NEW,"I/I 13/1, Aswininagar Baguihat, Baguihati, Kolkata","North Indian, Bengali",₹300,10am – 10pm (Mon-Sun)
Maa Annapurna Hotel,Cuisines:,-,"Adarshapally Road Kestopur Najrul Park Auto stand, Kestopur, Kolkata","North Indian, Bengali",₹200,6am – 11pm (Mon-Sun)
House Of Mandarin,Cuisines:,NEW,"Microkitchens Kolkata, Shop 1, Kamala Apartment, LGW Lane, Narayanpur, Rajarhat New Town, Kolkata","Bakery, Chinese, Fast Food",₹450,4pm – 4am (Mon-Sun)
Rajshahi Biryani,Cuisines:,NEW,"241, DH Road, Thakur Pukur, Kolkata","Bakery, Chinese, Fast Food",₹250,11am – 10:30pm (Mon-Sun)
Mon Amour Tasty Momo,Cuisines:,-,"Majherhati Road, Near Hanuman Mandir, Nimta, Majherhati, Dum Dum, Kolkata","North Indian, Chinese",₹150,2pm – 11:30pm (Mon-Sun)
Mouri,Cuisines:,NEW,"21S-22, N C Mitra Road, Dum Dum, Kolkata","North Indian, Chinese",₹350,11am – 11pm (Mon-Sun)
Viswas Sweets & Snacks,Cuisines:,NEW,"130 C, Diamond Harbour Road, Kumar Para, Thakur Pukur, Kolkata","Fast Food, Pizza",₹200,8am – 10pm (Mon-Sun)
A Retro Hotel & Cafe,Cuisines:,,"Aa-36, Street 69, Near Old Police Station, New Town, Kolkata","Fast Food, Pizza","₹1,000",
Easy Bite,Cuisines:,-,"WBTC, Karunamoyee Bus Depo, Sector 5, Salt Lake, Kolkata",Chinese,₹150,8am – 9pm (Mon-Sun)
Take Eat Easy,Cuisines:,NEW,"14e/1, Naktala Road, Naktala, Kolkata",Chinese,₹200,10am – 10pm (Mon-Sun)
FFC,Cuisines:,-,"181, Bandipur Road, Tollygunge, Kolkata","Bengali, Chinese, Mughlai, Beverages",₹250,11am – 11pm (Mon-Sun)
Chinese And More,Cuisines:,-,"Boalia, Near Paschim Kali Bari, Gari, Narendra Pur, Kolkata","Bengali, Chinese, Mughlai, Beverages",₹300,12noon – 11pm (Mon-Sun)
Mama baker,Cuisines:,NEW,"308/1A, Diamond Harbour Road, Near Axis Bank, Joka, Thakur Pukur, Kolkata","Chinese, Momos, Rolls, Fast Food",₹250,10am – 9pm (Mon-Sun)
VIP Sweets,11 votes,3.2,"27, New G.T Road, Uttarpara, Kolkata","Chinese, Momos, Rolls, Fast Food",₹150,7am – 10:30pm (Mon-Sun)
Pizza Boss,Cuisines:,NEW,"Kamala Apartment, Lgw Lane, Narayanpur, Rajarhat Gopalpur, Chinar Park, Kolkata","North Indian, Chinese",₹250,4pm – 4am (Mon-Sun)
Bengal Food Plaza,Cuisines:,NEW,"1A/D, Atghara More, Chinar Park, Kolkata","North Indian, Chinese",₹250,11am – 11pm (Mon-Sun)
Anand Restaurant,Cuisines:,-,"Shop 28, SV Path, Near New Ananad Medical, Titagarh, Barrackpore, Kolkata","Chinese, Fast Food, Bengali",₹250,"8am – 10am, 6pm – 8pm (Mon-Sun)"
Lakshi Da Dhaba,Cuisines:,-,"20, Niranjan Pally, Tollygunge, Kolkata","Chinese, Fast Food, Bengali",₹250,3pm – 11:30pm (Mon-Sun)
Delicious,Cuisines:,-,"A-1/1, Satyajit Park, Bansdroni, Kalitala, Tollygunge, Kolkata","Mithai, Street Food",₹200,5pm – 11:30pm (Mon-Sun)
NH-6,Cuisines:,-,"The Amaya Resort Kolkata NH 6, Bombay Road, Birshibpur, Uluberia, Opposite Bharat Gas Factory, Kona Exp Way, Howrah","Mithai, Street Food","₹1,500",11am – 11pm (Mon-Sun)
Midnight Joe's,Cuisines:,NEW,"Shop 1, Microkitchens Kolkata, Kamala Apartment, LGW Lane, Narayanpur, Rajarhat, New Town, Kolkata","Biryani, North Indian",₹350,4pm – 4am (Mon-Sun)
Royal Biryani House,Cuisines:,-,"Plot 80, Khudirampally, Nadia, Kalyani, Kolkata","Biryani, North Indian",₹200,11am – 11pm (Mon-Sun)
79 Dining Street,Cuisines:,-,"Ground Floor, Municipal Holding 33, Nirmal Sebgupta Sarani, Manikpur, Dum Dum, Kolkata","Desserts, Bakery",₹300,10am – 10pm (Mon-Sun)
Food Vella,34 votes,3.3,"Shop G-2, Block F, 16 Feet, Krishnapur, Ghospara, Kestopur, Kolkata","Desserts, Bakery",₹400,"4am – 11pm (Mon-Sat),4:25am – 11pm (Sun)"
Mother Kitchen,80 votes,3.2,"R N Avenue, Rasmoni More, Panihati Municipality, Sodepur, Kolkata",Momos,₹300,7:30am – 12midnight (Mon-Sun)
The Cloud 9,900 votes,3.4,"3rd Floor, Aminia Building, Near Chinar Park, Chinar Park, Kolkata",Momos,₹700,"12midnight – 3am, 11am – 12midnight (Mon, Tue..."
Home Style,106 votes,3.6,"238, Birji West, Briji Unnayan Samity Club, Garia, Kolkata","Chinese, Fast Food",₹300,11am – 12midnight (Mon-Sun)
Penguin Ice Cream Parlour,27 votes,3.8,"180, Manasi Bazar, Netaji Subhash Road, Near Serampore Autostand, Serampore, Kolkata","Chinese, Fast Food",₹100,"11am – 9:30pm (Mon, Tue, Wed, Fri, Sat, Sun)..."
The American Shakes,Cuisines:,-,"Kiosk 6, Ground Floor, Astra Tower, Action Area-II, New Town, Kolkata","North Indian, Chinese, Fast Food",₹250,"10am – 9pm (Mon-Sat),4pm – 9pm (Sun)"
GigaBites,100 votes,3.7,"Shop 364, Street 314, DF Community Market, DF Block, New Town, Kolkata","North Indian, Chinese, Fast Food",₹200,"Closed (Mon),8am – 10pm (Tue-Sun)"
Tandoori Park,13 votes,3.4,"2, DR, PC, Lahiri Sarani, Baranagar, Kolkata","Chinese, Seafood",₹500,2pm – 11pm (Mon-Sun)
CFC Shapoorji,34 votes,3.3,"Shapoorji Indian Oil Petrol Pump, Rajarhat, North Twenty Four Parganas, New Town, Kolkata","Chinese, Seafood",₹200,2pm – 12midnight (Mon-Sun)
Golden China,23 votes,3.2,"79/1, M.B. Road, Birati, Barasat, Kolkata",Biryani,₹500,12noon – 11pm (Mon-Sun)
Burger Kings,4 votes,2.9,"Stall A/25, Plot D J 17, N K D A Market, Rajarhat, North Twenty Four Parganas, New Town, Kolkata",Biryani,₹250,11am – 11pm (Mon-Sun)
Garam Masala,13 votes,3.5,"Shapoorji Pallonji Main Road, Near Indian Oil Petrol Pump, New Town, Kolkata","Continental, Chinese, North Indian",₹250,7am – 1am (Mon-Sun)
Aala Biryani,53 votes,3.6,"30, Netaji Colony, Baranagar, Kolkata","Continental, Chinese, North Indian",₹300,12noon – 12midnight (Mon-Sun)
Burger Delight,4 votes,2.9,"Plot D-17, A/25, Rajarhat, New Town, Kolkata","Bengali, North Indian",₹300,11am – 12midnight (Mon-Sun)
Yummy Cakes,19 votes,3.3,Delivery Only,"Bengali, North Indian",₹400,"8am – 9pm (Mon),9am – 9pm (Tue),10am – 9:30pm..."
Sristy's Kitchen,24 votes,3.2,"177, Near Diamond Plaza Mall, Jessore Road, South Dumdum, Nagerbazar, Kolkata","Chinese, North Indian, Seafood, Biryani, Fast Food",₹500,11am – 11pm (Mon-Sun)
Maa Kamala Restaurant,11 votes,3.3,"State Highway 6, Keota, Chinsura, Kolkata","Chinese, North Indian, Seafood, Biryani, Fast Food",₹200,11am – 11pm (Mon-Sun)
Lunch Stopper,72 votes,3.5,"Bengal Intelligent Park, Street 18, EP Block, Sector 5, Salt Lake, Kolkata","Chinese, Seafood",₹400,"12:30pm – 6pm (Mon-Fri),12:30pm – 4pm..."
North Star Restaurant & Bar,61 votes,2.8,"66/1, Dum Dum Road, Dum Dum, Kolkata","Chinese, Seafood",₹750,12noon – 11pm (Mon-Sun)
Dream Bar & Restaurant,106 votes,3.9,"43/A, Barasat Road, Expressway Junction, Near Amala Cinema, Barrackpore, Kolkata","North Indian, Chinese",₹600,11am – 10:30pm (Mon-Sun)
Tea Fresh,Cuisines:,-,"207, Block-B, Lake Town, Kolkata","North Indian, Chinese",₹150,9am – 9pm (Mon-Sun)
Only Fuchka,11 votes,3.1,"Jyotish Chandra Ghosh Sarani, Malir Bagan, Mearber Road, Chinsura, Kolkata","North Indian, Chinese, Mughlai, Fast Food, South Indian, Thai",₹200,3pm – 10pm (Mon-Sun)
Noodles Express,6 votes,3.2,"Shop C/04, NKDA Market, New Town, Kolkata","North Indian, Chinese, Mughlai, Fast Food, South Indian, Thai",₹150,10am – 4am (Mon-Sun)
Abby's Kitchen,115 votes,3.6,"7A, Motijheel Avenue, Dum Dum, Kolkata","North Indian, Chinese",₹450,11am – 10:30pm (Mon-Sun)
Food Galaxy,47 votes,3.4,"167, Siraj Mondal Road, Kanchrapara, College More, Kalyani, Kolkata","North Indian, Chinese",₹600,12noon – 11pm (Mon-Sun)
La Rustica,188 votes,3.6,"BG 13, Near Baishakhi Island, Sector 2, Salt Lake",Chinese,"₹1,000",11am – 3am (Mon-Sun)
Kolkata Kitchen,16 votes,3.1,"NP 290, A P Block, Bidhannagar, Nayapatty, Opposite Chowk Mandir, Sector 5, Salt Lake, Kolkata",Chinese,₹400,11am – 4am (Mon-Sun)
Dabbawala,128 votes,3.0,"Green Residenza, Ground Floor, Ward 4, Purbayan Mor, Rajarhat Main Road, New Town, Kolkata",Mithai,₹300,"8am – 3pm, 5pm – 10pm (Mon-Fri),8am – 10pm..."
Pizza Burger & More,6 votes,2.4,"Shop 232, Nayapatti, Behind Chok Mandir, Sector 5, Salt Lake, Kolkata",Mithai,₹200,8am – 10pm (Mon-Sun)
Mahadev Fast Food,6 votes,3.0,"7 RBC Road, Rishra, Kolkata","Chinese, Bengali",₹200,4pm – 11pm (Mon-Sun)
